20.5950000286,34.8730003834,57.9479999542,92.6539998055,170.928999662,289.474000216
45.7130002975,49.5390000343,49.3369996548,74.8319993019,129.736999273,253.665999413
30.0309998989,70.8160002232,92.9469997883,110.511999846,219.187999964,304.55099988
49.7580001354,52.6099998951,96.1329996586,96.9960000515,155.10299921,277.421999454
31.239000082,67.6350002289,64.1749997139,83.7470004559,234.682999611,309.232999563
30.856000185,82.393999815,90.2769999504,91.2850000858,154.799000025,304.613999605
29.7770001888,31.0050001144,73.2139999866,91.7410001755,140.545999765,313.177000046
40.3689997196,54.9790000916,63.5999999046,148.475999832,153.925001144,308.081000566
44.1960003376,51.0440001488,70.5580000877,142.205000162,175.909000158,779.886000156
38.4479997158,52.3190002441,66.7770001888,102.80499959,168.910000563,354.570999861
19.1250002384,57.7440001965,65.2160000801,98.1340000629,179.160999775,279.976999044
31.0469994545,103.532000065,61.6990001202,155.017000198,152.717000008,328.824998856
36.9480001926,44.7029998302,76.6890001297,91.9579997063,140.035999298,303.323999882
43.739000082,32.978000164,46.3989999294,97.3729999065,138.306999922,478.847999811
17.7169997692,39.4629998207,38.3819997311,108.159000158,187.612999916,328.159999847
40.9440000057,41.6679997444,71.3709998131,91.0229995251,215.823000193,317.322999239
26.736000061,55.5199999809,93.9070000648,95.8550000191,160.331000805,294.64800024
24.8849999905,44.6970000267,63.4689998627,98.0240001678,172.233999968,286.984999895
48.1529998779,52.0740001202,60.5980000496,70.3770005703,160.515000105,300.353000641
,67.625,67.8450000286,122.265999794,142.767000675,299.53199935
,63.7269999981,76.9219999313,99.3819999695,162.282000065,309.360000134
,37.5889999866,59.2120001316,96.9389998913,163.406000137,302.809999228
,57.5090000629,62.5539996624,141.029000044,160.926000357,295.712001324
,55.8680000305,51.6990001202,70.1309998035,147.742000818,294.170999289
,43.7690000534,58.1740002632,99.2809991837,156.282000542,253.300998688
,74.5890002251,45.0160002708,88.8020002842,151.853999853,294.370000362
,,68.7389998436,93.9519999027,143.808999777,292.092000008
,,61.5870001316,85.4559998512,160.767000914,293.193999529
,,56.1259999275,80.8880000114,155.471000671,322.606000423
,,45.7009992599,134.203999996,160.134000063,313.465001822
,,58.9700000286,96.5199999809,145.488000154,328.902000666
,,59.9739999771,118.792000055,173.641999245,322.013998985
,,68.7510001659,86.5320000648,173.555000067,314.538999319
,,70.5889999866,97.5039997101,155.086999893,311.776000023
,,53.1619999409,111.846000195,133.608000278,435.268000126
,,64.0980000496,86.9179999828,166.836999655,279.1439991
,,74.7389998436,103.620000124,154.950000286,289.574999094
,,,90.8630001545,191.995999813,305.189000368
,,,73.6109998226,152.615999699,274.400999784
,,,101.67599988,213.027999401,304.09300065
,,,85.7369999886,166.176999807,317.990999699
,,,,194.805999994,291.778999805
,,,,155.156999826,
,,,,190.90199995,
