1909.90700006,2195.14199996,3649.33400011,1976.329,1986.977,2055.45700002,4383.68000007,3281.80299997,6143.79099989
1892.81800008,1943.96399999,,2250.59599996,2010.76400018,2035.73000002,2709.14499998,3501.16100001,4951.87900019
1939.11899996,2266.01699996,,2276.10699987,2217.16799998,2086.14099979,3037.72800016,2837.51800013,5485.3210001
1942.58899999,1969.30099988,,2028.67799997,1980.94199991,2104.48799992,2813.82800007,3342.83599997,3801.90099978
2175.04500008,1911.31100011,,1994.55199981,2213.53799987,2051.68499994,2836.73000002,20080.6259999,
1953.27699995,2401.89900017,,2466.56299996,2016.98600006,,2333.29700017,,
,,,2526.23699999,3433.12199998,,2682.18999982,,
,,,,1973.29500008,,2826.13700008,,
,,,,2001.49600005,,,,
,,,,1968.05100012,,,,
