39.2804999352,48.2669999599,109.390999794,164.154500484,301.80599916,507.93549931,1131.9189992,2775.33300066,4551.59849954
49.7830004692,60.8439998627,,146.514000177,325.50600028,545.281000733,1389.61849833,2451.85249579,5537.86900163
77.8789997101,187.513999939,,168.565999985,343.682000399,525.206000209,1333.67900085,2461.87100053,4873.04200268
59.1619999409,64.4070000648,,140.866499424,305.329499841,566.348999023,1196.76199937,2805.44299984,4294.56900001
190.288999796,91.0060002804,,203.994000196,305.534000397,561.674502134,1286.73099875,2242.84900284,
73.4229998589,59.8330001831,,177.52549994,297.480000496,,1169.81100392,,
,,,250.379999876,250.315998316,,1070.09899902,,
,,,,318.81999898,,1275.89900041,,
,,,,307.690000296,,,,
,,,,265.86900115,,,,
