1165.33799982,1638.00400019,1901.55199981,1635.26400065,1610.96000004,1810.14600158,2033.18700004,2629.06200194,3012.38899899
1060.42000008,1515.08799982,1558.40000033,1469.06900072,1608.86000085,1796.29600263,2502.30700088,2923.08899522,3181.95499825
1614.36399984,1610.3579998,1460.05600047,1603.78900027,1770.30799937,1855.16599965,2401.93800068,3114.06900239,4879.002002
1339.22000003,1661.67299986,1547.12299943,1706.68100023,1711.95800161,1913.48800206,2281.92199945,2130.20599723,5107.55599666
1136.82400012,1390.54699993,1360.02299953,1544.86300039,1930.86000133,2188.4280014,2394.91100001,3583.2059989,4695.62699819
1290.05599952,1499.68500018,1675.58799982,1669.27900028,1704.9849999,1708.13700056,2111.81599951,2990.47800112,3033.03899908
1185.77899981,1452.13800049,1450.86700034,1801.44600034,1706.20200014,2221.09600091,2305.23999906,2097.723001,4973.57799935
1197.76300001,1375.58700037,1693.61500049,1437.10299993,1606.24699807,1845.56900048,2305.09600067,3192.4599998,4896.57599902
1009.95899987,1419.50899982,1453.30100083,1581.57700014,1764.66900039,1054.28199911,2345.04499912,2865.28900337,4776.64600015
1242.69700027,1138.31999969,1780.66199994,1771.95099974,2121.58399963,1883.69400144,2307.59800005,2089.36799788,3166.63300014
1186.66899991,1522.06200027,1444.5800004,1612.55600095,1712.40399909,1074.76100039,2403.21899796,2387.78600025,4063.95900011
,1264.31500053,1659.12899995,1637.81199956,1642.03499985,1907.2190001,2058.30499935,3118.22600126,5223.91599822
,1431.42999983,1636.5650003,1546.0170002,1558.96100044,1809.28199792,1939.28400183,,2846.07300138
,1387.05399966,1674.13999987,1425.33499837,,1871.72000003,1866.88899946,,4413.9820044
,,1596.52400017,,,2068.35900044,2285.81800008,,5360.63099527
,,,,,1843.20600224,,,6385.7679975
,,,,,2001.4700017,,,4717.71699929
