91.8380000591,378.118999958,112.785000086,127.711999893,103.279999971,117.907999992,1520.477,580.474999905,2409.15799999
75.4379999638,125.828999996,,410.832000017,115.046000004,106.087000132,519.362999916,137.483999968,286.795000076
106.003999949,253.839999914,,131.68599987,323.77699995,140.275999784,791.337000132,418.131999969,1485.94400001
121.208000183,143.664999962,,188.75,98.3709998131,146.565999985,489.318000078,665.065999985,231.013000011
303.677000046,73.8980000019,,138.56799984,122.279999971,109.088999987,651.603000164,17212.3770001,
118.947999954,582.437999964,,106.507999897,130.875999928,,210.953000069,,
,,,641.220999956,1575.93400002,,412.554999828,,
,,,,113.495000124,,705.851999998,,
,,,,114.101000071,,,,
,,,,100.894999981,,,,
