1757.04400003,1806.47449994,943.782000065,1084.94133337,1054.11566671,1270.27899996,2006.08999991,2387.32866661,3756.71099997
1506.35200008,1438.25749993,993.092333396,1849.4575001,1070.63499999,1289.81899993,2196.50750005,2605.50633343,4031.57099994
1053.12733332,1047.36633333,3222.33599997,1728.66799998,1100.56266658,1234.17733335,1540.00566665,3313.21300006,3124.32700002
935.524000009,1064.82299995,951.720333338,1543.0675,1873.98100007,1928.45200014,2255.64849997,3308.81599998,4984.76099992
1760.40150011,1007.70133344,964.863000075,1098.04233336,2830.0389998,2910.70300007,2975.53999996,3457.13899994,3775.921
936.781000058,1153.71699993,1000.78666663,1723.91899991,1376.12399999,1463.34666673,3097.00399995,3283.19899988,6270.83200002
1756.19700003,939.686000029,1525.73066664,1859.55849993,1084.44066668,1248.2256666,1862.73150003,3288.93400002,3986.22450006
933.356000026,1482.17900002,951.121333361,1256.74033332,1785.47449994,1881.04499996,2946.14499998,2719.26899993,3349.51599991
1111.36900004,941.445000092,1136.78433339,1653.23249996,1683.20800006,2823.41499996,2203.08999991,2507.65366666,4170.03233329
1805.32349992,1806.5424999,983.031333367,2758.49099994,1870.27600002,1937.84899998,2126.33100009,3503.16899991,4813.41866668
1861.96500003,940.550000032,975.887000004,978.06099995,1532.39950001,1961.65999997,1794.34399986,2251.88349998,4301.73966662
936.808666706,1185.63833332,,1776.97950006,1874.28649998,1275.74100002,1773.20599997,2026.54066674,5433.62699986
943.552666585,1829.56849992,,2758.99499989,1067.48066664,2840.421,1705.17766666,2344.47700012,5233.00200009
1433.45900003,1707.16700006,,988.397666693,1623.29050004,1278.38199989,,3419.32000017,
1839.51900005,1318.81199996,,,1847.88499999,1319.58366672,,2480.3355,
,,,,1879.96249998,1914.37399995,,2161.41999984,
,,,,1675.77849996,2839.41499996,,2156.97433329,
,,,,,,,3373.52200007,
