3180.7099998,2759.68200016,2735.38399935,2770.47299981,2961.60100007,3025.12899971
2731.60100031,1829.19300032,1827.30799913,2758.9660008,1885.54200101,1986.66400027
2705.70900035,2113.27800012,1834.99400043,2780.56700039,1930.65900016,2931.09000111
1843.80900002,2716.69300079,2105.36099958,1845.91599941,2827.36499977,2951.93900013
1823.76900005,1819.11600018,1846.19800019,3044.54499984,2795.6260004,2950.31700039
1826.35599971,1817.80299997,1833.2440002,2768.89899921,6738.95000005,2981.24199748
1868.80599999,2715.19599986,2941.05900002,3318.75900006,4532.04700041,2969.92100072
3001.95600009,2220.21200037,2733.9660008,4812.93700027,2414.65600085,2972.21399879
1823.13300014,3004.70499992,2739.35400033,2771.14800024,6637.93900013,2972.38100171
1819.227,1825.93699932,2734.59500051,2769.0599997,2816.14900017,3483.05400109
1814.70199966,2904.69699979,2731.27000046,1859.00499916,2816.22200036,11851.4809999
1837.89199972,1825.85100007,1834.23699975,2771.73999906,2807.47400069,1723.42400002
1821.11000013,2713.61899972,2736.68200016,6615.25999999,33762.8469999,2970.16300106
2706.71799994,2720.91699982,2733.92400026,1842.18699932,3213.89999986,2004.2340014
1343.87900019,1822.51999903,1832.99999976,2759.20199943,1902.57300186,3055.86700106
1835.46800017,2717.07899976,4786.87899995,2770.24900055,2821.91700101,2942.77900171
1811.76199985,1829.65999961,1834.06999993,1859.25599957,3542.421,3009.63700008
1833.98600006,2714.22300005,2734.40900016,2768.52999949,2844.38599896,1925.78799915
1654.28600001,1820.2700007,2898.5150001,4397.0,1889.21499825,5430.1730001
1184.16999984,2712.77699995,1837.82599998,6699.11199999,1196.41999984,3053.57800198
2932.66300011,1821.60400057,2737.4339993,2768.60199952,2831.12399936,2426.5389998
2705.1159997,2720.13700008,2731.37599993,2773.37799883,2816.67500186,2980.64500117
2060.65500021,3651.43599987,1507.8670001,1851.71300077,2813.79599857,4586.92600107
2848.28299999,2445.829,2951.80800009,1856.77999854,2840.84700108,2979.70299792
1826.87700033,2713.70000005,2917.81599998,2770.07299972,3096.07900023,1994.52100158
2705.02699971,1825.01500034,2732.41299987,2771.11800051,2095.79999948,2986.08300018
2322.81900001,2887.421,2735.37199974,2769.45100093,6684.13400006,2959.46700096
1810.91600013,1814.54899955,2733.0389998,2770.48900008,1916.75900006,2971.04099846
1822.42799997,2721.42499995,2054.60600019,966.911001205,2832.37699938,1933.98900008
1899.09100008,1821.13200092,2731.49500012,2955.65799999,26124.5309999,4576.37600064
1832.88999987,2714.94099998,2728.92999959,2870.43999958,2821.9959991,2942.06399965
1915.80700016,2716.27199984,2731.98400092,2772.4660008,1894.87600017,5237.78800011
2706.45100021,1830.96499991,3781.50500011,1861.08199906,2830.91799903,3201.05299997
2707.70599961,2715.70200014,1840.2110002,1846.12899971,1863.45200014,4882.65199995
1865.13199973,2716.38200045,1827.83699894,3768.86500001,1435.46700001,2963.56800127
2705.88999939,2361.93800044,1839.38499999,2770.01900053,2840.15099931,2938.35899949
1823.05400038,2718.875,2731.98199844,1881.29999971,2822.46200013,2972.16600013
2708.69299936,1829.66700029,2732.67200041,1848.08999968,1894.64100075,2968.97100043
1816.00200009,2459.39499974,2732.66999936,2771.50400019,2820.82400012,2952.87400079
2711.62199974,2714.28000069,1838.8070004,2811.1919992,2827.97800159,4481.03200006
4873.59299994,2713.79100037,2734.16199994,2757.28600025,3885.88800001,2753.84900093
1863.12999988,2724.73700047,2733.9819994,2926.07099938,2835.09599924,2984.08199954
2706.54699969,2715.14799976,2934.0,2771.19600058,1931.1389997,2037.66699767
1811.63499975,1832.34599996,2891.21499991,1845.46000004,4874.66899991,2978.07200003
1834.88699985,2079.30600023,2731.35099959,2769.1529994,4525.32400012,4595.8450017
1823.84800053,2716.1159997,1827.45300031,2394.79400015,4536.43800044,2957.55999994
1811.80699992,1131.72500014,2730.44499874,1864.08400035,1894.42500043,2488.09299922
2707.57700014,2716.27499986,1842.8760004,4878.80900002,2798.39700007,3025.79899907
2703.80800009,1822.50399971,2732.90799999,2763.48400092,1920.54899979,1983.74700046
3454.70399976,2907.84700012,1833.83499956,2763.24399996,2815.11200094,2949.68400002
2704.5619998,1827.26000071,2736.34500027,6649.64900017,2837.42699981,6726.19600034
2867.29399991,1830.10899973,1830.19800043,1864.76399851,2831.34000015,2952.57499886
1807.94400001,1738.16200042,3019.86400008,2778.05799985,3085.58100009,2020.5549984
2705.00800037,1832.48300028,2732.53900051,2780.52999997,2819.9539988,2643.71299982
1810.24300003,1950.06700015,2734.68199968,2767.44099879,2830.74899912,2931.62800026
2905.53299999,1825.90499997,2736.76299953,2779.08299994,2823.052001,2954.19599938
1871.77999997,4969.71300006,1833.70999956,1923.82000065,2826.01599908,1868.8360002
3001.02699995,2713.63400006,2733.47400022,2775.82099962,4750.19799995,2942.69500065
1811.66400003,1825.16100049,2010.41899991,2769.18299866,1891.62000036,4449.95699978
2706.30200005,1824.95300055,2728.88700032,1850.49299979,1875.28599834,3039.2320013
1828.94500017,2717.06700039,2734.47900033,2773.51599979,2806.68499923,2981.13699818
2707.37699986,2719.19799995,2733.73100019,2768.71400046,2829.83200169,2956.46700001
