68.4790000916,66.3169999123,102.467999935,109.880999804,86.8239998817,24656.3870001,23166.7709999,159.796999931,10070.1029999
140.496000051,76.1470000744,89.5620000362,79.5710000992,77.1229999065,345.149999857,510.841999769,164.994000196,17501.0369999
67.3959999084,19136.0650001,6390.48399997,77.4270000458,117.947000027,3511.4690001,372.636999846,1454.49899983,262.327000141
90.8740000725,107.632999897,176.090000153,80.8959999084,7365.31599998,177.220000029,402.063999891,68074.174,2337.04500008
84.9410002232,26625.7939999,97.1400001049,96.1549999714,88.0230000019,335.901000023,341.078999996,1007.70000005,177.296000004
68.2510001659,85.7479999065,6194.31200004,15102.3569999,111.924000025,12913.767,151.103999853,242.423999786,11223.474
69.4040000439,66.7430000305,78.1099998951,681.808999777,100.595999956,5229.16799998,215.981999874,26376.428,1412.56500006
8404.88300014,5777.84700012,155.609999895,118.037999868,105.667000055,184.006999969,529.299999952,930.486999989,2467.454
71.2289998531,66.9979999065,68.9910001755,102.539000034,853.677999973,147.506000042,541.634000063,361.144000053,1900.34899998
14472.7539999,63.4979999065,100.239000082,102.084000111,74.8540000916,215.467999935,134.463999987,1857.53799987,8146.38199997
114.402999878,90.3600001335,87.2200000286,1977.62100005,117.199999809,196.532000065,228.238000154,2653.86400008,5517.3269999
,96.4049999714,82.9959998131,669.74000001,388.261999846,4023.83700013,8123.60100007,523.08100009,883.348999977
,3515.62300014,82.6909999847,3139.76200008,40863.7429998,9924.03299999,4827.47999978,,26432.365
,79.0080001354,120.947000027,67.5309998989,,164.805999994,24017.2050002,,690.680000067
,,119.868000031,,,420.118999958,122.923000097,,3554.5480001
,,,,,351.084000111,,,3254.50900006
,,,,,464.605000019,,,194.174999952
